Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TPX21397721A0,    22.3746,   -59.52,    22.3759,   120.48,          0,     0.00,          0,     0.00, 0.00165398,    81.70,    22.3746,   120.48,    22.3759,   -59.52,          0,     0.00,          0,     0.00, 0.00165398,   -98.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397771A0,    22.2674,   -59.12,    22.2687,   120.88,          0,     0.00,          0,     0.00, 0.00164605,    82.10,    22.2674,   120.88,    22.2687,   -59.12,          0,     0.00,          0,     0.00, 0.00164605,   -97.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398402A0,      22.29,   -59.10,    22.2913,   120.90,          0,     0.00,          0,     0.00, 0.00164773,    82.11,      22.29,   120.90,    22.2913,   -59.10,          0,     0.00,          0,     0.00, 0.00164773,   -97.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398536A0,    22.2824,   -59.11,    22.2837,   120.89,          0,     0.00,          0,     0.00, 0.00164716,    82.11,    22.2824,   120.89,    22.2837,   -59.11,          0,     0.00,          0,     0.00, 0.00164716,   -97.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398563A0,    36.9086,   -59.17,    36.9108,   120.83,          0,     0.00,          0,     0.00, 0.00272386,    81.99,    36.9086,   120.83,    36.9108,   -59.17,          0,     0.00,          0,     0.00, 0.00272386,   -98.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398646B0,    21.2475,   169.62,    21.2495,   -10.38,          0,     0.00,          0,     0.00,  0.0022388,   -36.50,    21.2475,   -10.38,    21.2495,   169.62,          0,     0.00,          0,     0.00,  0.0022388,   143.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398676A0,    22.3234,   -59.10,    22.3247,   120.90,          0,     0.00,          0,     0.00,  0.0016502,    82.12,    22.3234,   120.90,    22.3247,   -59.10,          0,     0.00,          0,     0.00,  0.0016502,   -97.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21398815A0,    37.1616,   -59.08,    37.1638,   120.92,          0,     0.00,          0,     0.00, 0.00274253,    82.07,    37.1616,   120.92,    37.1638,   -59.08,          0,     0.00,          0,     0.00, 0.00274253,   -97.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399099A0,    22.7092,   -58.82,    22.7105,   121.18,          0,     0.00,          0,     0.00, 0.00167872,    82.40,    22.7092,   121.18,    22.7105,   -58.82,          0,     0.00,          0,     0.00, 0.00167872,   -97.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399112C0,    47.0092,    61.23,    47.0064,  -118.77,          0,     0.00,          0,     0.00, 0.00351155,    99.00,    47.0092,  -118.77,    47.0064,    61.23,          0,     0.00,          0,     0.00, 0.00351155,   -81.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399171C0,    28.1661,    61.22,    28.1644,  -118.78,          0,     0.00,          0,     0.00, 0.00209884,    99.27,    28.1661,  -118.78,    28.1644,    61.22,          0,     0.00,          0,     0.00, 0.00209884,   -80.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399220C0,    28.1664,    61.22,    28.1647,  -118.78,          0,     0.00,          0,     0.00, 0.00209887,    99.27,    28.1664,  -118.78,    28.1647,    61.22,          0,     0.00,          0,     0.00, 0.00209887,   -80.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399229A0,    22.3253,   -59.10,    22.3266,   120.90,          0,     0.00,          0,     0.00, 0.00165034,    82.12,    22.3253,   120.90,    22.3266,   -59.10,          0,     0.00,          0,     0.00, 0.00165034,   -97.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399305A0,    37.1589,   -59.09,     37.161,   120.91,          0,     0.00,          0,     0.00, 0.00274233,    82.06,    37.1589,   120.91,     37.161,   -59.09,          0,     0.00,          0,     0.00, 0.00274233,   -97.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399326C0,     47.756,    61.25,    47.7532,  -118.75,          0,     0.00,          0,     0.00, 0.00356804,    98.99,     47.756,  -118.75,    47.7532,    61.25,          0,     0.00,          0,     0.00, 0.00356804,   -81.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399361B0,    28.5231,   170.86,    28.5255,    -9.14,          0,     0.00,          0,     0.00, 0.00276162,   -37.75,    28.5231,    -9.14,    28.5255,   170.86,          0,     0.00,          0,     0.00, 0.00276162,   142.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399508A0,    23.1865,   -56.52,    23.1852,   123.47,          0,     0.00,          0,     0.00, 0.00172643,   -18.34,    23.1865,   123.48,    23.1852,   -56.53,          0,     0.00,          0,     0.00, 0.00172643,   161.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399619C0,     44.706,    67.08,    44.7033,  -112.92,          0,     0.00,          0,     0.00, 0.00333754,   104.94,     44.706,  -112.92,    44.7033,    67.08,          0,     0.00,          0,     0.00, 0.00333754,   -75.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399630A0,    22.5489,   -59.37,    22.5502,   120.63,          0,     0.00,          0,     0.00, 0.00166687,    81.84,    22.5489,   120.63,    22.5502,   -59.37,          0,     0.00,          0,     0.00, 0.00166687,   -98.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399707A0,     37.583,   -59.33,    37.5851,   120.66,          0,     0.00,          0,     0.00, 0.00277363,    81.82,     37.583,   120.67,    37.5851,   -59.34,          0,     0.00,          0,     0.00, 0.00277363,   -98.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399752A0,    37.5737,   -59.34,    37.5758,   120.66,          0,     0.00,          0,     0.00, 0.00277294,    81.81,    37.5737,   120.66,    37.5758,   -59.34,          0,     0.00,          0,     0.00, 0.00277294,   -98.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399762A0,    22.5817,   -59.34,     22.583,   120.66,          0,     0.00,          0,     0.00, 0.00166929,    81.87,    22.5817,   120.66,     22.583,   -59.34,          0,     0.00,          0,     0.00, 0.00166929,   -98.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399809A0,    22.5973,   -59.33,    22.5986,   120.67,          0,     0.00,          0,     0.00, 0.00167044,    81.88,    22.5973,   120.67,    22.5986,   -59.33,          0,     0.00,          0,     0.00, 0.00167044,   -98.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21399826A0,       37.6,   -59.32,    37.6022,   120.67,          0,     0.00,          0,     0.00, 0.00277488,    81.83,       37.6,   120.68,    37.6022,   -59.33,          0,     0.00,          0,     0.00, 0.00277488,   -98.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21400108B0,    13.2849,   169.33,    13.2861,   -10.68,          0,     0.00,          0,     0.00,   0.001388,   -37.02,    13.2849,   -10.67,    13.2861,   169.32,          0,     0.00,          0,     0.00,   0.001388,   142.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21400185A0,    38.8296,   -56.57,    38.8274,   123.43,          0,     0.00,          0,     0.00, 0.00289669,   -18.61,    38.8296,   123.43,    38.8274,   -56.57,          0,     0.00,          0,     0.00,  0.0028967,   161.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21400215B0,    57.2476,   170.90,    57.2524,    -9.10,          0,     0.00,          0,     0.00,  0.0054796,   -38.09,    57.2476,    -9.10,    57.2524,   170.90,          0,     0.00,          0,     0.00,  0.0054796,   141.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21400253B0,    115.997,   170.76,    116.007,    -9.24,          0,     0.00,          0,     0.00,  0.0112352,   -37.72,    115.997,    -9.24,    116.007,   170.76,          0,     0.00,          0,     0.00,  0.0112352,   142.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21426205B0,    22.3491,   169.64,    22.3512,   -10.37,          0,     0.00,          0,     0.00, 0.00231765,   -36.94,    22.3491,   -10.36,    22.3512,   169.63,          0,     0.00,          0,     0.00, 0.00231765,   143.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21451973B0,    13.4583,   169.62,    13.4596,   -10.38,          0,     0.00,          0,     0.00, 0.00140046,   -36.84,    13.4583,   -10.38,    13.4596,   169.62,          0,     0.00,          0,     0.00, 0.00140046,   143.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21452406B0,    22.3816,   169.57,    22.3837,   -10.43,          0,     0.00,          0,     0.00, 0.00231997,   -37.01,    22.3816,   -10.43,    22.3837,   169.57,          0,     0.00,          0,     0.00, 0.00231997,   142.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21455388C0,    71.8696,    60.85,    71.8653,  -119.15,          0,     0.00,          0,     0.00, 0.00538748,    98.23,    71.8696,  -119.15,    71.8653,    60.85,          0,     0.00,          0,     0.00, 0.00538748,   -81.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21458756C0,    145.885,    60.29,    145.876,  -119.71,          0,     0.00,          0,     0.00,  0.0110586,    96.52,    145.885,  -119.71,    145.876,    60.29,          0,     0.00,          0,     0.00,  0.0110586,   -83.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21459629C0,     146.01,    60.28,    146.001,  -119.73,          0,     0.00,          0,     0.00,  0.0110685,    96.50,     146.01,  -119.72,    146.001,    60.27,          0,     0.00,          0,     0.00,  0.0110685,   -83.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21459640C0,     72.182,    60.24,    72.1777,  -119.76,          0,     0.00,          0,     0.00, 0.00541137,    97.61,     72.182,  -119.76,    72.1777,    60.24,          0,     0.00,          0,     0.00, 0.00541137,   -82.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21459651C0,    146.059,    60.27,     146.05,  -119.73,          0,     0.00,          0,     0.00,  0.0110724,    96.50,    146.059,  -119.73,     146.05,    60.27,          0,     0.00,          0,     0.00,  0.0110724,   -83.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21459660C0,    146.163,    60.26,    146.155,  -119.74,          0,     0.00,          0,     0.00,  0.0110807,    96.48,    146.163,  -119.74,    146.155,    60.26,          0,     0.00,          0,     0.00,  0.0110807,   -83.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21467859B0,    43.3403,   170.95,     43.344,    -9.05,          0,     0.00,          0,     0.00, 0.00416033,   -37.94,    43.3403,    -9.05,     43.344,   170.95,          0,     0.00,          0,     0.00, 0.00416033,   142.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21469911A0,    38.4913,   -54.86,     38.489,   125.13,          0,     0.00,          0,     0.00, 0.00287122,   -16.89,    38.4913,   125.14,     38.489,   -54.87,          0,     0.00,          0,     0.00, 0.00287122,   163.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21469960B0,     21.524,   169.21,     21.526,   -10.79,          0,     0.00,          0,     0.00, 0.00225857,   -37.03,     21.524,   -10.79,     21.526,   169.21,          0,     0.00,          0,     0.00, 0.00225857,   142.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
